p.value	HR	Low 95%CI	High 95%CI
CBLC	0.0119355922676173	1.22392723595723	1.04554028264129	1.43275003726648
RAET1G	0.00463568513409559	1.22155404313979	1.06352531361127	1.40306418776657
IL20RB	0.00333645840493517	1.22097595717582	1.0685704463512	1.39511839681878
IL20RB.1	0.00333645840493517	1.22097595717582	1.0685704463512	1.39511839681878
SOD1	0.00833376265507845	1.22067439806009	1.05260227577849	1.41558309379232
UCN2	0.00111070970926631	1.22056017493577	1.08276026700326	1.37589749646287
PSMD8	0.00889711689877704	1.22030518757368	1.05119666386121	1.41661860431459
TMSB10	0.00931902738170498	1.21965518326495	1.05010291102789	1.4165837942578
HSPA1A	0.011197341345316	1.21848393323822	1.04593800503009	1.41949435666311
PSMD4	0.0141164616464968	1.21808121408482	1.04053383018499	1.42592369518881
EPGN	0.00034224331861126	1.21755212210549	1.09319749467344	1.35605247658057
MAP2K1	0.00870748240709698	1.21449989617519	1.05036863275494	1.40427841408483
MAP2K1.1	0.00870748240709698	1.21449989617519	1.05036863275494	1.40427841408483
KRAS	0.00809312460783085	1.21384412852567	1.05165189492686	1.40105064752318
KRAS.1	0.00809312460783085	1.21384412852567	1.05165189492686	1.40105064752318
KRAS.2	0.00809312460783085	1.21384412852567	1.05165189492686	1.40105064752318
PPARD	0.0153165202674177	1.21028746762167	1.0372656442038	1.41217031766866
NDRG1	0.010617139671641	1.21014653506951	1.04542657808344	1.40082016952878
INHA	0.00517701543361619	1.21003733090756	1.05865339114847	1.3830686742537
INHA.1	0.00517701543361619	1.21003733090756	1.05865339114847	1.3830686742537
SEMA3A	0.00761838001116756	1.20999766699114	1.05191711906566	1.39183432571612
SEMA3A.1	0.00761838001116756	1.20999766699114	1.05191711906566	1.39183432571612
NMB	0.00617255288786344	1.20983156218533	1.05564399977696	1.38653978914204
PAK1	0.0130682561977678	1.20876591589623	1.04067809652167	1.40400287496779
PAK1.1	0.0130682561977678	1.20876591589623	1.04067809652167	1.40400287496779
NLRX1	0.0146729930904048	1.20860644457983	1.03800135119633	1.40725205819467
GAL	0.00335040965590303	1.20843042110779	1.06485113317864	1.37136923383803
RAET1L	0.0010466374970994	1.2083471604839	1.07905431569373	1.35313194063895
NRAS	0.0089613491964752	1.20806526109451	1.04840298447957	1.39204265599055
NRAS.1	0.0089613491964752	1.20806526109451	1.04840298447957	1.39204265599055
NRAS.2	0.0089613491964752	1.20806526109451	1.04840298447957	1.39204265599055
HDGF	0.0114365854707935	1.20631558432618	1.04311157439228	1.39505430168007
GMFB	0.0117369425509444	1.2042729699239	1.04217089090344	1.39158884473554
MC1R	0.00926464665219151	1.20290271497165	1.04664568627954	1.3824878472768
PSMD7	0.0118384964201053	1.20129952530381	1.04141942419443	1.38572463310011
ELAVL1	0.018668681671896	1.19890810597235	1.03070519597167	1.39456039630338
TPM2	0.0148582313129783	1.19883620406514	1.03606317808403	1.3871820508428
VAV2	0.0191076891847952	1.1976575316444	1.02995378532275	1.39266788815681
VAV2.1	0.0191076891847952	1.1976575316444	1.02995378532275	1.39266788815681
VAV2.2	0.0191076891847952	1.1976575316444	1.02995378532275	1.39266788815681
TAP1	0.0126923412732549	1.19746039671504	1.03923953275052	1.37976987644595
SEMA4G	0.0139610213093971	1.19739608024571	1.03719196246261	1.38234524068584
SEMA4G.1	0.0139610213093971	1.19739608024571	1.03719196246261	1.38234524068584
IL1A	0.00619364002085188	1.19680836532505	1.05234556935896	1.36110257411407
IL1A.1	0.00619364002085188	1.19680836532505	1.05234556935896	1.36110257411407
IL1A.2	0.00619364002085188	1.19680836532505	1.05234556935896	1.36110257411407
IL1A.3	0.00619364002085188	1.19680836532505	1.05234556935896	1.36110257411407
PDF	0.0212022656611491	1.19525904762897	1.02701576195505	1.3910635492286
TUBB3	0.0169179320140489	1.1942682204767	1.03236430590965	1.38156324688487
ADRM1	0.0472564609715955	1.1909943010624	1.00211930772813	1.41546761371046
NR1H4	0.00902262971869158	1.19056635564926	1.04446268959274	1.35710759352893
GNAI1	0.0213103939805752	1.18874623853967	1.02605138650174	1.3772386434369
GNAI1.1	0.0213103939805752	1.18874623853967	1.02605138650174	1.3772386434369
HSPA1B	0.020602735898842	1.18820915779567	1.02681197395792	1.37497520332516
PML	0.0266357980054751	1.18649882173335	1.02001121455485	1.38016076086872
PSME2	0.0222744018224501	1.18621967851233	1.02463237041052	1.37328974403389
PSME2.1	0.0222744018224501	1.18621967851233	1.02463237041052	1.37328974403389
IFNA17	0.018275295191264	1.18608799568261	1.02935014166369	1.36669212599381
IFNA17.1	0.018275295191264	1.18608799568261	1.02935014166369	1.36669212599381
IFNA17.2	0.018275295191264	1.18608799568261	1.02935014166369	1.36669212599381
IFNA17.3	0.018275295191264	1.18608799568261	1.02935014166369	1.36669212599381
OASL	0.0192788886294895	1.1854437544415	1.02801957319565	1.36697484326683
ADIPOQ	0.000315899388200247	1.18474302313799	1.0803432933272	1.2992314938628
ADIPOQ.1	0.000315899388200247	1.18474302313799	1.0803432933272	1.2992314938628
RARG	0.029370272801214	1.18357213004382	1.01704913949656	1.37736018115102
NRG4	0.0110036320627295	1.18310241671968	1.03928026620157	1.34682758248051
LCN1	0.00692929094077103	1.18286121841181	1.04711556867462	1.33620462141886
NR2F2	0.0171612447938799	1.18233055900901	1.0301932142327	1.35693531218581
KLRC2	0.015795357540453	1.18218753849063	1.03195710840347	1.35428824006524
KLRC2.1	0.015795357540453	1.18218753849063	1.03195710840347	1.35428824006524
NCK2	0.0259996340789075	1.18142979809985	1.02014031653494	1.36821998426571
ISG15	0.0274947041941577	1.18112667161305	1.01863187741631	1.36954305605888
GREM1	0.0249596442552654	1.18003030485888	1.02104448982336	1.36377164194504
PPP4C	0.0389763136946758	1.17853297397443	1.00834771798497	1.37744147774798
QRFP	0.02493747601404	1.17842705025287	1.02089228314916	1.36027114289078
PTHLH	0.0244282793356496	1.17771918114143	1.02133116735659	1.35805360098658
CXCL5	0.0300361874366633	1.17745315822084	1.01591005021939	1.36468375276417
CXCL5.1	0.0300361874366633	1.17745315822084	1.01591005021939	1.36468375276417
CXCL5.2	0.0300361874366633	1.17745315822084	1.01591005021939	1.36468375276417
GHRHR	0.0100540138736478	1.17530791809029	1.0392839036286	1.32913508763374
ISG20L2	0.0325483424829203	1.17522370639712	1.01350848861578	1.36274217294826
ADAR	0.0310341917702248	1.17506665526574	1.01482045708489	1.36061668315571
DEFB1	0.0273292994007186	1.17462664482374	1.01816452514044	1.35513241785709
DEFB1.1	0.0273292994007186	1.17462664482374	1.01816452514044	1.35513241785709
DEFB1.2	0.0273292994007186	1.17462664482374	1.01816452514044	1.35513241785709
IFNE	0.00437954455931245	1.17401741527389	1.05135546808199	1.3109903673977
IFNE.1	0.00437954455931245	1.17401741527389	1.05135546808199	1.3109903673977
BMP7	0.0241006236051715	1.17343550623956	1.02117869963363	1.34839366292863
BMP7.1	0.0241006236051715	1.17343550623956	1.02117869963363	1.34839366292863
AKT2	0.0271965034378379	1.17281870129933	1.01811337525111	1.35103195729865
AKT2.1	0.0271965034378379	1.17281870129933	1.01811337525111	1.35103195729865
AP3B1	0.0247578360275673	1.17241987259935	1.02041172824212	1.34707228427673
TBK1	0.0280805636952743	1.17193099425767	1.01720937871484	1.35018638644187
VTN	0.0480224373147922	1.17084697654587	1.00137352675129	1.36900228123075
PSMD13	0.0349522506972343	1.16958796677201	1.01112534066247	1.35288470875594
S100A6	0.0574780035565792	1.16851239356001	0.995068402271215	1.37218829458036
S100A6.1	0.0574780035565792	1.16851239356001	0.995068402271215	1.37218829458036
PSMB8	0.0360255940734922	1.16842393355005	1.01019845183718	1.35143197458851
HSPA6	0.0300370256550116	1.16792778057324	1.01511225518511	1.34374823441178
C5AR2	0.0417049956935295	1.16723013004338	1.00582484376522	1.35453621465638
C5AR2.1	0.0417049956935295	1.16723013004338	1.00582484376522	1.35453621465638
EREG	0.0218232536394982	1.16721197524505	1.02273616317005	1.3320970199515
FGA	0.0352848475513154	1.16648395532174	1.01067189991372	1.34631705713714
GIP	0.0119894210166376	1.16569730283473	1.03428990079037	1.31380012586198
ITGAV	0.0388611692312433	1.1651781627851	1.00785252476495	1.34706231087519
NFKBIB	0.057685742945639	1.16461747275875	0.995043668839105	1.36308978221767
NFKBIB.1	0.057685742945639	1.16461747275875	0.995043668839105	1.36308978221767
ZYX	0.0477441234977361	1.16396865545184	1.00151017325798	1.35278009854561
MAP2K2	0.0699289524243823	1.16388769594754	0.987716759471598	1.37148079729129
MAP2K2.1	0.0699289524243823	1.16388769594754	0.987716759471598	1.37148079729129
PRTN3	0.0254869039203438	1.1627059043271	1.01866042978405	1.32712038323085
PI3	0.0258262459500307	1.16121544501791	1.01819298741965	1.32432783019392
STAT1	0.045668140372882	1.16108460557381	1.00288023454749	1.3442457183422
BID	0.0318474497723992	1.1585470884546	1.01285986334972	1.32518959901089
IL15RA	0.0544452399727596	1.15845900685575	0.997198160974334	1.34579797986586
IL15RA.1	0.0544452399727596	1.15845900685575	0.997198160974334	1.34579797986586
IFNL3	0.0219997188587403	1.15764578239291	1.02134253234203	1.31213938033014
IFNL3.1	0.0219997188587403	1.15764578239291	1.02134253234203	1.31213938033014
PTX3	0.0349545480062654	1.15612703645054	1.0102972893134	1.32300634531078
S100A3	0.0425252241717183	1.15559900677717	1.00488727910504	1.32891428942529
SEMA6B	0.0497092104063683	1.15395675427236	1.00018198456023	1.33137390123689
SEMA6B.1	0.0497092104063683	1.15395675427236	1.00018198456023	1.33137390123689
HSPA5	0.0614482008565906	1.15383887879409	0.993159926281848	1.34051336847736
HMGB1	0.0513147626025647	1.15336891819884	0.999185732837343	1.33134393111246
ISG20	0.0483089507700793	1.15293502714258	1.00105829081173	1.32785392120812
VIPR2	0.0373929645106652	1.1525965344021	1.00832327313917	1.31751275261141
HNF4G	0.0533277198652202	1.15176236337016	0.997976065123872	1.32924685073621
TNFRSF12A	0.0712215185356796	1.15138777631287	0.987891880348562	1.34194220826568
TNFRSF12A.1	0.0712215185356796	1.15138777631287	0.987891880348562	1.34194220826568
HRAS	0.0746111669673766	1.15101793586449	0.986124635436645	1.34348361360542
HRAS.1	0.0746111669673766	1.15101793586449	0.986124635436645	1.34348361360542
HRAS.2	0.0746111669673766	1.15101793586449	0.986124635436645	1.34348361360542
IRF7	0.0752507115426884	1.15078747281939	0.985809303214939	1.34337523827293
PROCR	0.0764555590134216	1.15068241440192	0.985190462542251	1.34397364687952
PRKCG	0.0422984122052328	1.15043318096704	1.00488486859309	1.31706282504076
HTR3A	0.0537494673486459	1.15019045326965	0.99774540705252	1.32592750559564
LANCL1	0.065539090492045	1.14991363355758	0.991059222228631	1.33423042234357
GBP2	0.057267285265457	1.14989852460721	0.995697062683169	1.32798083518558
FGF8	0.0359407483849063	1.14901197591279	1.00915569631673	1.30825057581269
PSMD3	0.0471767911536033	1.14826024721172	1.00172517928861	1.31623086110613
REG3G	0.0100722952512312	1.14821822650487	1.03349232389388	1.27567962063873
PPARG	0.0676436369893429	1.14799451823311	0.99003577520237	1.33115534499134
PPARG.1	0.0676436369893429	1.14799451823311	0.99003577520237	1.33115534499134
CD70	0.041010341720786	1.1477992976418	1.00564606518842	1.31004661905595
LECT2	0.0302276956703826	1.14631778756657	1.0131374043574	1.29700518847684
LECT2.1	0.0302276956703826	1.14631778756657	1.0131374043574	1.29700518847684
NOS1	0.0265199435172128	1.14611309438192	1.01602042721068	1.2928630074101
SEMA3F	0.0646955775035692	1.14609774156389	0.99172226423607	1.32450392674171
SEMA3F.1	0.0646955775035692	1.14609774156389	0.99172226423607	1.32450392674171
C8G	0.0793982331556762	1.14598097425412	0.984142928484519	1.33443258630606
AIMP1	0.0581180469856657	1.14583076906723	0.995329780925294	1.31908858400745
LTBP1	0.0731670660944497	1.143014261077	0.98753223918525	1.32297615124272
LTBP1.1	0.0731670660944497	1.143014261077	0.98753223918525	1.32297615124272
FABP5	0.0627785205883363	1.14202215473811	0.992944684681021	1.31348162897076
PPP3CA	0.0740799681523543	1.14201799853979	0.987157914766671	1.32117170867955
PPP3CA.1	0.0740799681523543	1.14201799853979	0.987157914766671	1.32117170867955
PPP3CA.2	0.0740799681523543	1.14201799853979	0.987157914766671	1.32117170867955
PRLR	0.0708452162881628	1.14141250354241	0.988824228038661	1.31754710928463
HSPA8	0.0752062774185973	1.1405989106414	0.986723635413002	1.31847036826257
IL32	0.0948390434315331	1.13987472559425	0.97756142606418	1.32913835939684
IL32.1	0.0948390434315331	1.13987472559425	0.97756142606418	1.32913835939684
NR2F6	0.0774103100082708	1.1396923214904	0.98573415347505	1.31769664577931
TNFSF11	0.0494809682503459	1.13931793767785	1.00029615569123	1.29766105340827
TNFSF11.1	0.0494809682503459	1.13931793767785	1.00029615569123	1.29766105340827
TNFSF11.2	0.0494809682503459	1.13931793767785	1.00029615569123	1.29766105340827
ESM1	0.0806559898389517	1.13921574974122	0.984227897051876	1.31860977355537
GUCA2A	0.065171418781915	1.13906002332037	0.991851293318461	1.30811720009527
ACKR3	0.0822739541154259	1.13897291638099	0.983488770152492	1.31903824793878
ACKR3.1	0.0822739541154259	1.13897291638099	0.983488770152492	1.31903824793878
PTPN11	0.0817019901148469	1.13894763494691	0.983761305484212	1.31861428978716
IL1RAP	0.0777364736740356	1.13855430231616	0.985686197901008	1.31513041582917
IL1RAP.1	0.0777364736740356	1.13855430231616	0.985686197901008	1.31513041582917
MET	0.084419689724678	1.13853858492123	0.982532708938216	1.31931496790094
TAPBP	0.0975461922192281	1.13848284305939	0.976553443346162	1.32726292940953
IGF1R	0.0832663233283477	1.13844192284165	0.983082393462594	1.31835339570927
IFNA1	0.0486448155918412	1.13764385883921	1.0007673482711	1.29324118316854
IFNA1.1	0.0486448155918412	1.13764385883921	1.0007673482711	1.29324118316854
IFNA1.2	0.0486448155918412	1.13764385883921	1.0007673482711	1.29324118316854
IFNA1.3	0.0486448155918412	1.13764385883921	1.0007673482711	1.29324118316854
IAPP	0.0165143794197225	1.13715052565144	1.02372578260963	1.26314227887571
ESRRA	0.112434952313745	1.13704626802405	0.970300737397131	1.332446906199
CASP3	0.10017414780658	1.13658419752665	0.975695280675853	1.32400316333647
DDX58	0.091182320101913	1.13621280716827	0.979738236117988	1.31767802417148
DAXX	0.0982217824803722	1.13614109526068	0.97662419258962	1.32171268962467
VGF	0.0590151005401047	1.13583585782211	0.995162542890556	1.29639434796971
PLAU	0.0808581347067207	1.13544003265007	0.984532960724469	1.30947781250078
PLAU.1	0.0808581347067207	1.13544003265007	0.984532960724469	1.30947781250078
PLAU.2	0.0808581347067207	1.13544003265007	0.984532960724469	1.30947781250078
GLP2R	0.0526813680211015	1.13533111673627	0.998531044985977	1.29087297896455
S100A12	0.0546633101236082	1.1346866827433	0.997476694596292	1.29077087712419
NR0B1	0.0606243705700274	1.13383997100166	0.99440951270745	1.29282057684746
INSL3	0.0651946072154748	1.13320476755701	0.992161189290748	1.29429880857558
INHBA	0.0844762755758739	1.13286228018468	0.983174529317651	1.30533990415306
INHBA.1	0.0844762755758739	1.13286228018468	0.983174529317651	1.30533990415306
S100A7	0.0691925428409775	1.13283450248341	0.990246395767104	1.29595423472631
TFRC	0.0755724537104525	1.13243732749357	0.987274041543271	1.29894461592058
SECTM1	0.107040971006924	1.13238937610061	0.973486106310301	1.31723061150376
NCK1	0.0843560733188789	1.13209756524379	0.983318455767448	1.30338741199628
ACTA1	0.0303436461232147	1.13161440891176	1.01180873164152	1.2656059692025
BMPR1B	0.0815291187964104	1.13133752153508	0.98466908604797	1.29985251468611
BMPR1B.1	0.0815291187964104	1.13133752153508	0.98466908604797	1.29985251468611
AREG	0.089946765044408	1.13111232240522	0.980981220016649	1.3042197544569
KNG1	0.0577391283280318	1.13074443786267	0.995974741947634	1.28375041043419
SCG2	0.0455579827399518	1.13064202466563	1.00242871796942	1.27525415525755
TNFSF9	0.105678264350183	1.13060692088288	0.974382990214529	1.31187841165703
TNFSF9.1	0.105678264350183	1.13060692088288	0.974382990214529	1.31187841165703
PRKCA	0.100463085269088	1.1301854184432	0.976633298012989	1.30787992039632
SP1	0.10749311064688	1.12962739690977	0.973814115419815	1.31037128713116
TGFA	0.11379120321056	1.12931374820566	0.971306114347939	1.31302534087567
MX1	0.103144247356887	1.12910261962995	0.975702025891698	1.30662096810766
HDAC1	0.111037111747226	1.12851079554189	0.97258376842261	1.30943642800053
MYDGF	0.11489443062133	1.12848542285379	0.971032852877989	1.3114688610371
APLN	0.0808923413510886	1.12792553395374	0.98532055117192	1.2911696692327
TGFBR1	0.0788346258386996	1.12791126253006	0.986228475513527	1.28994837172973
TGFBR1.1	0.0788346258386996	1.12791126253006	0.986228475513527	1.28994837172973
PSPN	0.0992387836306312	1.12724382006849	0.977628674701959	1.29975589174488
IFIH1	0.110908319407383	1.12707471601733	0.972920194087838	1.30565427997568
ANGPTL2	0.101727271853727	1.12702581094588	0.976644175586496	1.30056289720404
VEGFA	0.0979547293735427	1.12665020860443	0.978253451911245	1.2975581022162
VEGFA.1	0.0979547293735427	1.12665020860443	0.978253451911245	1.2975581022162
VEGFA.2	0.0979547293735427	1.12665020860443	0.978253451911245	1.2975581022162
KLRC3	0.0691454114552786	1.12639419780989	0.990711723261419	1.28065900409759
KLRC3.1	0.0691454114552786	1.12639419780989	0.990711723261419	1.28065900409759
SRC	0.112505149236137	1.12634623041399	0.972428802571218	1.30462592985041
S100A2	0.103731272394477	1.12610113792737	0.975990932218038	1.29929872397423
TRPC4AP	0.115591750362186	1.12551312403371	0.971381637352539	1.30410102853568
DEFA3	0.109590958379877	1.12530285745262	0.973793526947163	1.30038502613679
DEFA3.1	0.109590958379877	1.12530285745262	0.973793526947163	1.30038502613679
DEFA3.2	0.109590958379877	1.12530285745262	0.973793526947163	1.30038502613679
GAST	0.050485759509077	1.12519297630842	0.999750418450507	1.26637529784288
UBXN1	0.168622660811904	1.12514869058014	0.951263791221716	1.33081863053813
PI15	0.0861975790986544	1.12493688176018	0.983387073236465	1.28686152420068
FGF11	0.0850298780244427	1.12354711567071	0.984047549086792	1.2828222805935
AEN	0.114635411857107	1.12333463545618	0.972214044791492	1.29794535470438
MMP12	0.12314665690769	1.12279944964472	0.969065127723482	1.30092247471958
IFNL2	0.0532316778375968	1.1227207049436	0.998388827576497	1.26253594440636
IFNL2.1	0.0532316778375968	1.1227207049436	0.998388827576497	1.26253594440636
IFNL2.2	0.0532316778375968	1.1227207049436	0.998388827576497	1.26253594440636
EGFR	0.115020015103627	1.12266167396279	0.972207032383564	1.29640003847214
TNFRSF21	0.117125185614417	1.12261621431528	0.971407511008616	1.29736197256188
TNFRSF21.1	0.117125185614417	1.12261621431528	0.971407511008616	1.29736197256188
RARB	0.127326512646344	1.12205414583292	0.967661702907795	1.30108022503895
CRP	0.0563563431702837	1.12201241179816	0.996886208536743	1.26284408536154
IL20RA	0.127220234402201	1.12184874252411	0.967752229395426	1.30048225452207
IL20RA.1	0.127220234402201	1.12184874252411	0.967752229395426	1.30048225452207
LMBR1	0.122342670772328	1.12183959607125	0.969594066969652	1.29799069753662
SSTR2	0.0755509572768496	1.12182343048468	0.988241104283311	1.27346231980209
TLR3	0.141866052025329	1.12164599309197	0.962347261310299	1.30731367397077
PLXNA1	0.13136611844771	1.12163555941871	0.966252242332092	1.30200611500381
PLXNA1.1	0.13136611844771	1.12163555941871	0.966252242332092	1.30200611500381
SBDS	0.0879813099861378	1.12115995931418	0.983130198691942	1.2785688569447
SBDS.1	0.0879813099861378	1.12115995931418	0.983130198691942	1.2785688569447
LHB	0.0971796868992835	1.12105256331379	0.979458418513436	1.28311608329412
CXCL8	0.128741740830376	1.12039440185565	0.967544910453886	1.2973905419239
CXCL8.1	0.128741740830376	1.12039440185565	0.967544910453886	1.2973905419239
CXCL8.2	0.128741740830376	1.12039440185565	0.967544910453886	1.2973905419239
CXCL8.3	0.128741740830376	1.12039440185565	0.967544910453886	1.2973905419239
S100A9	0.109627516971249	1.12036220772702	0.974743911360085	1.28773461611219
GSK3B	0.133518010178113	1.12005648866231	0.965866047695299	1.2988618253929
TNFRSF10D	0.132891862347082	1.11937819474667	0.966274775147901	1.29674040459404
TNFRSF10D.1	0.132891862347082	1.11937819474667	0.966274775147901	1.29674040459404
TNFRSF10D.2	0.132891862347082	1.11937819474667	0.966274775147901	1.29674040459404
CCK	0.0739859088764342	1.11891150054445	0.989163499326677	1.265678471661
PIK3CA	0.129598521039099	1.11839683356933	0.967733106546364	1.29251698518592
PIK3CA.1	0.129598521039099	1.11839683356933	0.967733106546364	1.29251698518592
PIK3CA.2	0.129598521039099	1.11839683356933	0.967733106546364	1.29251698518592
FLT1	0.115012646324659	1.11770254526935	0.973258846782148	1.28358348226884
SERPINA3	0.116573857526191	1.11717100200595	0.972795847542868	1.28297324754768
LIF	0.138866137063917	1.11664189636921	0.964856348849153	1.29230545688409
CGB8	0.0415362057111911	1.11654676206319	1.00423726223635	1.24141646476804
CRIM1	0.119831165948992	1.11644448062966	0.971763601564148	1.28266615082326
PLXNB2	0.173358996983273	1.11541256895976	0.953122259498662	1.3053364210042
PLXNB2.1	0.173358996983273	1.11541256895976	0.953122259498662	1.3053364210042
TRAF3	0.160561291883529	1.11533386519883	0.957612848216491	1.29903189287425
